rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk, adjt,TeamID
1,Gonzaga,WCC,31-1,125.91177294865844,1,90.93967496053722,11,0.9768407266176756,1,31,1,15,0,15-0,0.6626737948453966,0.5515876272215003,0.6432755751390058,0.6626737948453966,0.5515876272215003,0.6432755751390058,0.7149164056736271,0.736171690393053,106.36653145359664,98.4139813437774,106.36653145359664,98.4139813437774,123.80470084311796,88.09575075907468,133.77220504094578,95.9191552052342,0.978653208610638,12,0.0667962705234335,1363.0,1002.0,1125.1375,1.211407494639544,0.890557820710802,0,1.0,8.500588469346333,2,51,73.53174663869899,1211
2,Baylor,B12,28-2,124.88486221356916,2,92.91924712337678,25,0.9677078528506592,2,28,2,13,1,13-1,0.6849005121457648,0.4198303281779524,0.7632084222232688,0.6849005121457648,0.4198303281779524,0.7632084222232688,0.6726119648413335,0.8582049364028608,106.76443626364126,97.38703421863332,106.76443626364126,97.38703421863332,125.48595831935138,94.29559453537426,132.78841529161454,95.61537045348884,0.9776181600330214,15,0.0917444666890916,1133.0,942.0,962.3625,1.1773110444349193,0.9788411331488914,0,0.9285714285714286,6.691079395735766,5,27,67.73344185427723,1124
3,Houston,Amer,28-4,119.127431058065,6,91.26582691541918,12,0.9553745646743784,3,28,4,14,3,14-3,0.6204748799216036,0.4443309790439302,0.6323060915716775,0.6204748799216036,0.4443309790439302,0.6323060915716775,0.7846067433409707,0.8629488316015591,104.1929741121131,98.03728636734964,104.1929741121131,98.03728636734964,118.4597648855893,89.72983873340229,113.64151376632202,90.46760937360098,0.93230549162605,6,-0.0086069728896136,1273.0,1001.0,1111.125,1.1456856789290133,0.9008887388907638,0,0.8235294117647058,4.048298964422374,15,189,64.29477736100337,1222
4,Illinois,B10,24-7,116.91627424409867,8,90.64921882775606,10,0.9491312676961104,4,24,7,16,4,16-4,0.792519562619666,0.6084549775184528,0.8372877019480892,0.792519562619666,0.6084549775184528,0.8372877019480892,0.6018527655415512,0.6599355797654688,110.08051384902288,96.15200106283218,110.08051384902288,96.15200106283218,116.75645572598754,91.23319452645748,132.58034942541943,102.79284996489184,0.9491381079998236,18,0.0342432386719915,1572.0,1377.0,1428.9250000000002,1.1001277183896985,0.9636614937802892,0,0.8,8.813793561619054,1,106,70.45046113537592,1228
5,Michigan,B10,23-5,116.55844859162434,9,90.60130191775664,9,0.9477043351292616,5,23,5,14,3,14-3,0.7801871493805316,0.5258195939062252,0.8444135012885965,0.7801871493805316,0.5258195939062252,0.8444135012885965,0.6411223337816924,0.902589488445075,110.1790308478402,96.70451429171167,110.1790308478402,96.70451429171167,117.66873115348278,88.70051532880173,126.54851346607374,92.77260566315984,0.9726273034376796,14,0.0558802603154284,1252.0,1088.0,1142.45,1.095890410958904,0.9523392708652456,0,0.8235294117647058,7.063518426759729,3,69,66.56861943247146,1276
6,Iowa,B10,22-9,123.42788167225643,3,97.1894030531916,76,0.9398255541060718,6,22,9,14,6,14-6,0.7420984712375193,0.3977337547848184,0.838966145846445,0.7420984712375193,0.3977337547848184,0.838966145846445,0.6341789744819119,0.8243287572242161,108.29217163093972,96.29782503740957,108.29217163093972,96.29782503740957,125.18060399235972,96.46961903217274,126.4694139128743,100.41124859387466,0.9342172832787372,14,-0.0182847624823264,1605.0,1437.0,1388.7875,1.155684364958642,1.034715534233999,0,0.7,5.488320012701307,8,211,69.82365256541172,1234
7,USC,P12,25-8,114.3051822787058,17,90.5091287162657,8,0.9360964575449418,7,25,8,15,5,15-5,0.7719516960973138,0.6032254177925668,0.7999022935478523,0.7719516960973138,0.6032254177925668,0.7999022935478523,0.6530483449544662,0.8014388926869923,109.5697625730696,96.59013616422033,109.5697625730696,96.59013616422033,113.10474293111406,89.63502661431734,122.7533168326183,98.93599976508898,0.9227699657445914,17,0.0176410595496846,1455.0,1287.0,1350.6375,1.077269067384846,0.9528833606352556,0,0.75,5.541838319917372,7,136,66.84260985319177,1425
8,Colorado,P12,23-9,115.68949560310978,13,92.496026955516,23,0.9291073619055592,8,23,9,14,6,14-6,0.7524539224853227,0.5322624818090917,0.8106468092326,0.7524539224853227,0.5322624818090917,0.8106468092326,0.6646878563817558,0.8207208452789846,108.41048314637943,96.67954377754532,108.41048314637943,96.67954377754532,115.52106887891952,91.50398362768344,117.0769844387039,92.71760886387818,0.9359946384565636,14,-0.015027444704458,1445.0,1298.0,1326.7375000000002,1.089137828696332,0.978339724323764,0,0.7,4.865272557258808,9,204,66.07121899976944,1160
9,Alabama,SEC,26-7,111.94732694031224,32,89.67208761155895,3,0.9276737233309816,9,26,7,16,2,16-2,0.7723936109804926,0.6782261401085634,0.8045257792132371,0.7723936109804926,0.6782261401085634,0.8045257792132371,0.677616022705528,0.7739355720453251,108.69288744003302,96.62855240661844,108.69288744003302,96.62855240661844,111.99804419735314,86.16811654103616,117.50716282701168,90.75821372710992,0.9512213282906606,13,0.0440596310513931,1474.0,1262.0,1382.0375,1.0665412479762668,0.9131445420258132,0,0.8888888888888888,6.882257605883856,4,88,73.3148692235497,1104
10,Florida St.,ACC,18-7,115.20971290074114,14,93.0454388475935,27,0.9210834799117096,10,18,7,11,4,11-4,0.7338140224307196,0.5730359886945444,0.7496569853178866,0.7338140224307196,0.5730359886945444,0.7496569853178866,0.6991474620896606,0.8556068192112181,108.02154443067192,97.44781994664297,108.02154443067192,97.44781994664297,121.05845692537524,93.75141976282664,118.6352885111794,95.86535588693152,0.9206168046486016,9,-0.0233522411921843,1208.0,1060.0,1062.3,1.137155229219618,0.9978348865668832,0,0.7333333333333333,2.3851865640056924,26,217,69.64410308935301,1199
